YEAR,DISTRICT,UPAZILA/THANA,EIIN,INSTITUTE NAME,CLASS_SIX_AGE_UNDER11,CLASS_SIX_AGE11,CLASS_SIX_AGE12,CLASS_SIX_AGE13,CLASS_SIX_AGE14,CLASS_SIX_AGE15,CLASS_SIX_AGE_UPER15,CLASS_SEVEN_AGE_UNDER11,CLASS_SEVEN_AGE11,CLASS_SEVEN_AGE12,CLASS_SEVEN_AGE13,CLASS_SEVEN_AGE14,CLASS_SEVEN_AGE15,CLASS_SEVEN_AGE_UPER15,CLASS_EIGHT_AGE_UNDER11,CLASS_EIGHT_AGE11,CLASS_EIGHT_AGE12,CLASS_EIGHT_AGE13,CLASS_EIGHT_AGE14,CLASS_EIGHT_AGE15,CLASS_EIGHT_AGE_UPER15,CLASS_NINE_AGE_UNDER11,CLASS_NINE_AGE11,CLASS_NINE_AGE12,CLASS_NINE_AGE13,CLASS_NINE_AGE14,CLASS_NINE_AGE15,CLASS_NINE_AGE_UPER15,CLASS_TEN_AGE_UNDER11,CLASS_TEN_AGE11,CLASS_TEN_AGE12,CLASS_TEN_AGE13,CLASS_TEN_AGE14,CLASS_TEN_AGE15,CLASS_TEN_AGE_UPER15
2016,GAIBANDHA,PALASHBARI,121378,ROWSHANBAG GIRLS HIGH SCHOOL,43,,,,,,,,30,,,,,,,,20,,,,,,,,20,,,,,,,,11,,
2016,GAIBANDHA,PALASHBARI,121379,SATAR PARA M. U. GIRLS HIGH SCHOOL,10,18,,,,,,,18,10,,,,,,0,15,10,,,,,,,7,10,,,,,,,5,6,
2016,GAIBANDHA,PALASHBARI,121380,BARA  SHIMULTALA  HIGH  SCHOOL,77,,,,,,,,79,,,,,,,,40,,,,,,,,57,,,,,,,,37,,
2016,GAIBANDHA,PALASHBARI,121381,MURARIPUR   OSMAN GONI HIGH  SCHOOL,,,30,25,,,,,,,10,40,,,,,,,50,22,,,,,,,38,10,,,,,,9,20
2016,GAIBANDHA,PALASHBARI,121382,SHAHID KHAIRUL ALAM GIRLS HIGH SCHOOL,,70,20,,,,,,,50,30,,,,,,,35,15,,,,,,,35,15,,,,,,,25,9
2016,GAIBANDHA,PALASHBARI,121383,HARINA BARI HIGH SCHOOL,,100,41,,,,,,,110,13,,,,,,,109,20,,,,,,,80,19,,,,,,,70,11
2016,GAIBANDHA,PALASHBARI,121385,KODOMTOLI JUNIOR HIGH SCHOOL,,29,,,,,,,,20,,,,,,,,36,,,,,,,,,,,,,,,,,
2016,GAIBANDHA,PALASHBARI,121386,PALASHBARI S.M.B ADARSH M.L HIGH SCHOOL AND COLLEGE,,5,80,20,,,,,,1,60,10,,,,,,2,65,,,,,,,,38,,,,,,,,24
2016,GAIBANDHA,PALASHBARI,121387,PASCHIM NAYANPUR HIGH SCHOOL,,70,12,,,,,,,72,8,,,,,,,60,10,,,,,,,21,5,,,,,,,27,5
2016,GAIBANDHA,PALASHBARI,121388,GRIDHARIPUR ADARSHA HIGH SCHOOL,124,10,0,0,0,0,0,0,78,88,3,0,0,0,0,0,0,133,19,0,0,0,0,0,0,116,2,,0,0,0,0,0,103,5
2016,GAIBANDHA,PALASHBARI,121389,HARINATHPUR HIGH SCHOOL,,8,35,12,,,,,,8,32,11,,,,,,12,65,17,,,,,,6,15,,,,,,,21,
2016,GAIBANDHA,PALASHBARI,121390,SUBDIN GIRLS HIGH SCHOOL,,42,,,,,,,,44,,,,,,,,40,,,,,,,,45,,,,,,,,31,
2016,GAIBANDHA,PALASHBARI,121391,THUTIAPUKAR JUNIOR GIRLS HIGH SCHOOL,10,35,,,,,,10,23,,,,,,,,10,23,,,,,,,3,12,,,,,,,2,4,
2016,GAIBANDHA,PALASHBARI,121392,BANGO BANDHU GIRLS HIGH SCHOOL,20,55,,,,,,,20,35,,,,,,,25,31,,,,,,,15,30,,,,,,,20,4,
2016,GAIBANDHA,PALASHBARI,121393,KASHIA BARI GIRLS HIGH SCHOOL,20,25,15,,,,,,,40,14,,,,,,,28,10,,,,,,18,10,,,,,,,10,8,
2016,GAIBANDHA,PALASHBARI,121394,NADI SHAHOR JUNIOR HIGH SCHOOL,10,12,,,,,,,20,20,,,,,,,10,20,,,,,,,20,10,,,,,,,,,
2016,GAIBANDHA,PALASHBARI,121395,NARAYANPUR HIGH SCHOOL,22,13,13,,,,,,20,12,4,,,,,,8,4,19,,,,,,12,6,6,,,,,9,5,3,
2016,GAIBANDHA,PALASHBARI,121396,JUNDHAH HIGH SCHOOL,,140,,,,,,,,126,,,,,,,,80,,,,,,,,86,,,,,,,,60,
2016,GAIBANDHA,PALASHBARI,121397,MONOHARPUR JUNIOR GIRLS SCHOOL,15,17,,,,,,,10,18,,,,,,,,12,13,,,,,,,,,,,,,,,,
2016,GAIBANDHA,PALASHBARI,121398,AMBARI JUNIOR GIRLS SCHOOL,22,25,,,,,,,20,22,,,,,,,21,11,,,,,,,,,,,,,,,,,
2016,GAIBANDHA,PALASHBARI,121399,JAMALPUR HIGH SCHOOL,12,39,,26,,,,2,,26,29,5,2,,1,3,22,10,3,2,,1,,1,15,9,,,,,,3,27,3,
2016,GAIBANDHA,PALASHBARI,121401,ASMOTPUR JUNIOR SCHOOL,12,11,,,,,,,,15,3,,,,,,,20,10,,,,,,,6,4,,,,,,,,
2016,GAIBANDHA,PALASHBARI,121431,BASUDEBPUR CHANDRA KISHORE HIGH SCHOOL AND COLLEGE,160,10,,,,,,,,131,,,,,,,,120,13,,,,,,,108,22,5,,,,,,101,11
2016,GAIBANDHA,PALASHBARI,132831,SHISHU KAANON PRE CADET AND HIGH SCHOOL,65,,,,,,,,65,,,,,,,,84,,,,,,,,75,,,,,,,,59,,
2016,GAIBANDHA,PALASHBARI,133246,GREEN FIELD INTERNATIONAL HIGH SCHOOL AND COLLEGE,5,45,40,,,,,,2,65,23,,,,,,3,70,17,,,,,,3,72,15,,,,,,2,78,10
2016,GAIBANDHA,SADULLAPUR,121432,UTTAR FARID PUR  JUNIOR HIGH SCHOOL,,34,,,,,,,,30,,,,,,,,,11,,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121433,KHORD KOMAR PUR ML HIGH SCHOOL,110,35,,,,,,,90,30,,,,,,,95,23,,,,,,,120,28,,,,,,,70,14,
2016,GAIBANDHA,SADULLAPUR,121434,SADULLAPUR M.L PILOT HIGH SCHOOL,200,100,67,,,,,,200,90,23,,,,,,200,90,16,,,,,,100,50,25,,,,,,100,60,39
2016,GAIBANDHA,SADULLAPUR,121436,NALDANGA W.C. HIGH SHCOOL,40,163,,,,,,,31,140,,,,,,,18,142,,,,,,,5,192,,,,,,,3,183,
2016,GAIBANDHA,SADULLAPUR,121437,MOLONG BAZAR BL HIGH SCHOOL,,55,52,,,,,,,50,21,,,,,,,52,11,,,,,,,51,12,,,,,,,20,46
2016,GAIBANDHA,SADULLAPUR,121438,MIRPUR ML HIGH SCHOOL,,56,9,,,,,,,70,6,,,,,,,65,7,,,,,,,55,4,,,,,,,54,16
2016,GAIBANDHA,SADULLAPUR,121439,SADULLAPUR K.M PILOT GIRLS HIGH SCHOOL,55,129,,,,,,,,160,20,,,,,,,124,28,,,,,,,63,78,,,,,,,56,59
2016,GAIBANDHA,SADULLAPUR,121440,RASULPUR BL HIGH SCHOOL,20,45,,,,,,,,64,,,,,,,,46,,,,,,,,42,,,,,,,,40,5
2016,GAIBANDHA,SADULLAPUR,121441,FARIDPUR B. L. HIGH SCHOOL,12,50,3,,,,,,5,50,10,,,,,,10,35,5,,,,,,1,9,28,12,,,,,3,8,23
2016,GAIBANDHA,SADULLAPUR,121442,BOKSHIGONJ A.K.HIGH SCHOOL,55,22,29,,,,,,48,27,9,,,,,,15,28,14,,,,,,13,24,18,,,,,,11,8,3
2016,GAIBANDHA,SADULLAPUR,121443,NALDANGA J.C. GIRLS HIGH SCHOOL,120,57,,,,,,,60,68,,,,,,,50,40,,,,,,,40,44,,,,,,,30,56,
2016,GAIBANDHA,SADULLAPUR,121444,KANTANAGAR B.B.BL. HIGH SCHOOL,60,31,,,,,,,30,52,,,,,,,,71,,,,,,,,88,,,,,,,,52,
2016,GAIBANDHA,SADULLAPUR,121445,JAMALPUR MAZIDIA B.L HIGH SCHOOL,20,80,10,,,,,,5,45,10,,,,,,6,48,6,,,,,,,35,6,,,,,,,32,6
2016,GAIBANDHA,SADULLAPUR,121446,NEAMOT NAGAR M U BL HIGH SCHOOL,,120,,,,,,,,90,,,,,,,,80,,,,,,,,65,,,,,,,,54,
2016,GAIBANDHA,SADULLAPUR,121447,KHORD KOMAR PUR GIRLS HIGH SCHOOL,95,35,,,,,,,25,104,,,,,,,20,107,,,,,,,6,80,,,,,,,5,80,
2016,GAIBANDHA,SADULLAPUR,121450,DHAPER HAT B.M.P B.L HIGH SCHOOL,,90,10,,,,,,,100,26,,,,,,,104,,,,,,,80,25,,,,,,,5,75,
2016,GAIBANDHA,SADULLAPUR,121451,ISLAMPUR F.U B/L HIGH SCHOOL,30,25,,,,,,,,22,18,,,,,,10,23,,,,,,,9,20,,,,,,9,10,,
2016,GAIBANDHA,SADULLAPUR,121452,AMBAGAN E M GIRLS HIGH SCHOOL,29,19,,,,,,,38,7,,,,,,,22,4,,,,,,,8,9,,,,,,,10,4,
2016,GAIBANDHA,SADULLAPUR,121453,MONDUAR MOTIUN NESSA HIGH SCHOOL,,95,6,,,,,,,100,2,,,,,,,90,3,,,,,,,33,6,,,,,,,40,8
2016,GAIBANDHA,SADULLAPUR,121454,LAXSMIPUR RAHIMA KHATUN MULTILATERAL HIGH SCHOOL,,60,7,,,,,,,30,15,,,,,,,30,10,,,,,,,30,6,,,,,,,30,10
2016,GAIBANDHA,SADULLAPUR,121455,KRAISHNAPUR HIGH SCHOOL,,40,20,,,,,,,40,30,,,,,,,50,30,,,,,,,38,20,,,,,,,31,40
2016,GAIBANDHA,SADULLAPUR,121456,KESHOLIDANGA K.N. HIGH SCHOOL,45,48,25,13,,,,,45,39,20,4,,,,,,27,20,,,,,,,27,10,,,,,,,35,
2016,GAIBANDHA,SADULLAPUR,121457,MOHIPUR BAZAR BI LETTERAL GIRLS HIGH SCHOOL,,20,45,,,,,,,24,30,,,,,,,19,30,,,,,,,8,15,,,,,,3,8,2
2016,GAIBANDHA,SADULLAPUR,121458,KISHAMOT KHAJU K.U GIRLS HIGH SCHOOL,2,48,0,0,0,0,0,51,0,51,0,0,0,0,50,0,0,0,,0,0,21,0,0,0,21,0,0,21,0,0,0,0,15,0
2016,GAIBANDHA,SADULLAPUR,121459,AMBAGAN HIGH SCHOOL,11,106,5,,,,,,7,88,8,,,,,,2,80,5,,,,,,,82,16,,,,,,,38,51
2016,GAIBANDHA,SADULLAPUR,121460,ALDADPUR BAHUMUKHI GIRLS HIGH SCHOOL,14,26,,,,,,,7,36,,,,,,,,7,10,,,,,,,,12,7,,,,,,4,10
2016,GAIBANDHA,SADULLAPUR,121461,UTTAR DAMODARPUR KAGIPARA JUNIOR GIRLS SCHOOL,,35,,,,,,,,36,,,,,,,,31,,,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121462,MOHISH BANDI GIRLS HIGH SCHOOL,70,55,15,,,,,65,,30,35,,,,55,,,10,45,,,25,,,,20,5,,15,,,,,3,12
2016,GAIBANDHA,SADULLAPUR,121463,KISHAMAT SHERPUR GIRLS HIGH SHCOOL,,70,5,,,,,,,40,10,,,,,,,30,10,,,,,,,25,6,,,,,,,16,4
2016,GAIBANDHA,SADULLAPUR,121464,IDRAKPUR HIGH SCHOOL,0,40,140,0,0,0,0,0,0,62,100,0,0,0,0,0,0,25,100,0,0,0,0,0,0,15,50,0,0,0,0,0,0,30,46
2016,GAIBANDHA,SADULLAPUR,121465,TARAF KAMAL GRILS HIGH SCHOOL,7,28,,,,,,,10,38,,,,,,,6,29,,,,,,,3,25,,,,,,,5,19,
2016,GAIBANDHA,SADULLAPUR,121467,KAMAR PARA GIRLS HIGH SCHOOL,,75,18,,,,,,5,65,20,,,,,,12,85,23,,,,,,8,48,4,,,,,,16,42,11
2016,GAIBANDHA,SADULLAPUR,121468,KHAMAR DASHALIA ADARSHA HIGH SCHOOL,205,,,,,,,,,155,,,,,,,,200,,,,,,,,150,,,,,,,,136,
2016,GAIBANDHA,SADULLAPUR,121469,MADYA DAMODUR PUR BI LATARAL HIGH SCHOOL,,10,72,10,,,,,,20,52,6,,,,,,9,45,5,,,,,12,60,12,8,,,,,20,1,1
2016,GAIBANDHA,SADULLAPUR,121470,MORUADHA HIGH SCHOOL,,42,16,,,,,,,42,18,,,,,,,35,25,,,,,,,25,7,,,,,,,17,8
2016,GAIBANDHA,SADULLAPUR,121471,BHAT GRAM GIRLS HIGH SCHOOL,,70,3,,,,,,,45,6,,,,,,,40,3,,,,,,,30,7,,,,,,,25,6
2016,GAIBANDHA,SADULLAPUR,121472,MOTHER HAT GIRLS HIGH SCHOOL,35,25,5,,,,,,20,28,7,,,,,,10,7,,,,,,9,1,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121473,BUZRUK RASUL PUR HIGH SCHOOL,2,40,24,,,,,,,60,15,,,,,,,60,1,,,,,,,30,,,,,,,17,4,
2016,GAIBANDHA,SADULLAPUR,121474,BUZRUK ZAMAL PUR HIGH SCHOOL,,40,5,,,,,,,40,3,,,,,,,25,5,,,,,,,30,7,,,,,,,20,2
2016,GAIBANDHA,SADULLAPUR,121475,MADARIPUR HIGH SCHOOL,,118,,,,,,,,108,,,,,,,,93,,,,,,,,85,,,,,,,,67,
2016,GAIBANDHA,SADULLAPUR,121477,KRISHNAPUR ADARSHA BI-LATERAL GIRLS HIGH SCHOOL,50,12,,,,,,,50,5,,,,,,,40,10,,,,,,,15,7,,,,,,,20,6,
2016,GAIBANDHA,SADULLAPUR,121478,JAMALPUR GIRLS HIGH SCHOOL,21,35,10,,,,,,35,25,,,,,,,30,22,10,,,,,,20,10,7,,,,,,21,14,6
2016,GAIBANDHA,SADULLAPUR,121479,MOHIPUR BAZAR ADARSHA HIGH SCHOOL,7,58,,,,,,,20,52,,,,,,,10,39,,,,,,,12,39,,,,,,,5,20,
2016,GAIBANDHA,SADULLAPUR,121480,MADAR HAT ADARSHA HIGH SCHOOL,,50,20,,,,,,,15,45,,,,,,,10,45,,,,,,,42,8,,,,,,35,7,
2016,GAIBANDHA,SADULLAPUR,121481,BOSNOB DASH HIGH SCHOOL,30,24,,,,,,,25,23,,,,,,,20,28,,,,,,,25,5,,,,,,,10,8,
2016,GAIBANDHA,SADULLAPUR,121482,BHANGAMOR B.L  HIGH SCHOOL,,40,35,,,,,,,28,22,13,,,,,,42,28,10,,,,,,24,11,,,,,,,20,4
2016,GAIBANDHA,SADULLAPUR,121483,HINGERPARA HIGH SCHOOL AND B M COLLEGE,12,70,,,,,,,30,35,,,,,,,40,38,,,,,,,44,36,,,,,,,26,24,
2016,GAIBANDHA,SADULLAPUR,121484,BAKSHIGONJ RANI  GIRLS HIGH SCHOOL,,45,5,,,,,,,50,8,,,,,,,50,10,,,,,,,60,10,,,,,,,30,9
2016,GAIBANDHA,SADULLAPUR,121485,JOYENPUR ADARSHA JUNIOR SCHOOL,70,12,,,,,,,55,5,,,,,,,45,5,,,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121486,KISAMOT TAJPUR ADARSO  GIRLS SCHOOL,40,3,,,,,,,32,,,,,,,,26,,,,,,,,8,,,,,,,1,10,,
2016,GAIBANDHA,SADULLAPUR,121488,GOBINDA RAY DEBOTTAR JUNIOR GIRLS SCHOOL,,40,3,,,,,,,30,2,,,,,,,30,5,,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121490,MAOAGARI JUNIOUR SCHOOL,,39,12,,,,,,,,25,15,,,,,,,40,8,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121492,PATILLAKURA CHAKDARIA B.L. HIGH SCHOOL,,,107,,,,,,,,95,,,,,,,,78,,,,,,,,46,,,,,,,,45
2016,GAIBANDHA,SADULLAPUR,121493,KISHAMAT SHERPUR JUNIOR SCHOOL,10,48,,,,,,,24,38,,,,,,,32,19,,,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121494,GAYESPUR ADARSO JUNIOR GIRLS SCHOOL,30,15,,,,,,,,40,10,,,,,,,,25,10,,,,,,,,,,,,,,,
2016,GAIBANDHA,SADULLAPUR,121544,BHATGRAM HIGH SCHOOL AND COLLEGE,,140,,,,,,,,145,,,,,,,,125,,,,,,,,90,,,,,,,,64,
2016,GAIBANDHA,SADULLAPUR,121545,HINGARPARA GIRLS HIGH SCHOOL AND COLLEGE,32,45,13,,,,,,18,62,7,,,,,,14,64,,,,,,,8,55,3,,,,,,,40,17
2016,GAIBANDHA,SADULLAPUR,121546,DHAPERHAT PRIOBALA GIRLS HIGH SCHOOL AND COLLEGE,,40,80,,,,,,,80,25,,,,,,,40,30,,,,,,20,15,,,,,,,40,30,
2016,GAIBANDHA,SADULLAPUR,121547,DHOL BHANGA HIGH SCHOOL & COLLEGE,120,,,,,,,,237,,,,,,,,162,,,,,,,,129,,,,,,,,100,10,
2016,GAIBANDHA,SADULLAPUR,132089,R. A. GANI SCHOOL & COLLEGE,7,60,38,,,,,,,75,20,,,,,,,68,11,,,,,,,40,35,,,,,,,,65
2016,GAIBANDHA,SADULLAPUR,133725,KUNJA MAHIPUR B.U.HIGH SCHOOL,,50,,,,,,,,70,,,,,,,,25,,,,,,,,25,,,,,,,,19,
2016,GAIBANDHA,SAGHATA,121548,JUMARBAR HIGH SCHOOL,,155,,,,,,,,140,,,,,,,,128,,,,,,,,120,,,,,,,,172,
2016,GAIBANDHA,SAGHATA,121549,SHAGHATTA PILOT HIGH SCHOOL,9,170,70,,,,,,100,117,,,,,,10,165,10,,,,,,70,120,10,,,,,,201,33,10,
2016,GAIBANDHA,SAGHATA,121550,BHARAT KHALI HIGH SCHOOL,80,90,,,,,,,110,50,,,,,,,100,50,,,,,,,60,40,,,,,,,50,70,
2016,GAIBANDHA,SAGHATA,121551,KAZI AZHAR ALI HIGH SCHOOL,17,130,15,,,,,,13,125,24,,,,,,80,41,31,,,,,9,94,12,9,,,,,17,30,17,6
2016,GAIBANDHA,SAGHATA,121553,KACHUA HAT HIGH SCHOOL,,80,9,,,,,,,90,11,,,,,,,65,5,,,,,,,80,3,,,,,,,60,6
2016,GAIBANDHA,SAGHATA,121554,KAMALER PARA HIGH SCHOOL,,155,32,9,,,,,,102,52,12,,,,,,98,40,,,,,,42,58,,,,,,,70,33,
2016,GAIBANDHA,SAGHATA,121555,BHARAT KHALI BANDAR GIRLS HIGH SCHOOL,19,62,,,,,,,25,40,,,,,,,21,30,6,,,,,,,16,22,,,,,,,21,30
2016,GAIBANDHA,SAGHATA,121556,PADUM SAHAR HIGH SCHOOL,,175,75,,,,,,,80,70,,,,,,,75,65,,,,,,,95,45,,,,,,,50,40
2016,GAIBANDHA,SAGHATA,121557,OSMANAR PARA HIGH SCHOOL,,87,,,,,,,,84,,,,,,,,57,,,,,,,,51,,,,,,,,37,
2016,GAIBANDHA,SAGHATA,121558,DIMLA PADUMSHAHAR HIGH SCHOOL,215,,,,,,,,150,,,,,,,,120,,,,,,,,90,,,,,,,,90,,
2016,GAIBANDHA,SAGHATA,121559,BARKONA  HIGH  SCHOOL,50,281,28,,,,,10,271,27,,,,,,,19,195,,,,,,,,182,17,,,,,,,192,4
2016,GAIBANDHA,SAGHATA,121561,MATHAR PARA HIGH SCHOOL,,130,15,,,,,,80,5,,,,,,,71,10,,,,,,,46,8,,,,,,,40,8,
2016,GAIBANDHA,SAGHATA,121562,"RAMNAGAR B,L HIGH SXHOOL",,30,100,,,,,,,23,90,,,,,,,18,90,,,,,,,13,70,,,,,,,11,80
2016,GAIBANDHA,SAGHATA,121563,KACHUA HIGH SCHOOL,20,38,17,10,,,,,23,50,8,,,,,2,11,56,20,6,,,,2,26,27,3,,,,,7,28,3,
2016,GAIBANDHA,SAGHATA,121564,ULLAH GIRLS HIGH SCHOOL,25,196,,,,,,,36,196,10,,,,,,8,156,,,,,,,,122,20,,,,,,,15,115
2016,GAIBANDHA,SAGHATA,121565,NAYABANDAR HIGH  SCHOOL,177,,,,,,,,172,,,,,,,,144,,,,,,,,119,,,,,,,,116,,
2016,GAIBANDHA,SAGHATA,121566,KACHUA HAT SHAHID HRM GIRLS HIGH SCHOOL,35,103,23,,,,,,55,33,16,2,,,,,75,22,4,,,,,,41,24,5,,,,,,34,36,2
2016,GAIBANDHA,SAGHATA,121567,JUMAR BARI GIRL HIGH SCHOOL,,235,,,,,,,,147,,,,,,,,139,,,,,,,,118,,,,,,,,92,
2016,GAIBANDHA,SAGHATA,121568,MUNSHIRHAT  HIGH  SCHOOL,3,110,2,,,,,,2,104,8,,,,,,,68,8,,,,,,,35,7,,,,,,,42,15
2016,GAIBANDHA,SAGHATA,121569,GOBINDAPUR HIGH SCHOOL,70,51,,,,,,,62,50,,,,,,,,65,40,,,,,,,61,40,,,,,,,50,36
2016,GAIBANDHA,SAGHATA,121570,SHIMUL BARI HAMIDUNNESA GIRLS HIGH SCHOOL,1,120,,,,,,,,60,,,,,,,,49,,,,,,,,49,,,,,,,,40,
2016,GAIBANDHA,SAGHATA,121571,KUNDUPARA UNITED HIGH SCHOOL,25,50,,,,,,,,30,40,,,,,,,,78,,,,,,,,91,,,,,,,,70
2016,GAIBANDHA,SAGHATA,121572,MUKTI NAGAR HIGH SCHOOL,82,32,,,,,,,65,32,,,,,,,69,28,,,,,,,37,23,8,,,,,,35,43,16
2016,GAIBANDHA,SAGHATA,121573,ULLAH SONATOLA GIRLS HIGH SCHOOL,95,22,,,,,,,60,22,,,,,,,,10,75,,,,,,,55,5,,,,,,,27,8
2016,GAIBANDHA,SAGHATA,121575,UDAYAN GIRLS HIGH SCHOOL,35,75,15,5,,,,,60,40,20,,,,,,40,42,16,,,,,38,47,13,,,,,,,31,14,6
2016,GAIBANDHA,SAGHATA,121576,JADUR TAIR HIGH SCHOOL,10,65,,,,,,,,81,,,,,,,,42,,,,,,,,72,,,,,,,,34,
2016,GAIBANDHA,SAGHATA,121577,JHARA  BARSHA  HIGH  SCHOOL,,112,2,,,,,,,110,3,,,,,,,93,5,,,,,,,103,8,,,,,,,90,4
2016,GAIBANDHA,SAGHATA,121578,ULLASONATOLA  HIGH SCHOOL,9,95,16,,,,,,10,85,5,,,,,,10,70,5,,,,,,8,45,7,,,,,,0,38,9
2016,GAIBANDHA,SAGHATA,121579,BADINAR PARA HIGH SCHOOL,53,80,,,,,,,10,16,,,,,,,14,16,,,,,,,10,17,,,,,,,9,10,
2016,GAIBANDHA,SAGHATA,121580,HOLDIABERA ADARSHA GIRLS HIGH SCHOOL,9,55,,,,,,,4,37,,,,,,,17,30,,,,,,,15,10,,,,,,,6,12,
2016,GAIBANDHA,SAGHATA,121581,BHANGAMORE HIGH.SCHOOL,40,20,18,,,,,,20,20,20,,,,,,5,25,10,8,,,,,9,20,10,5,,,,,13,10,10
2016,GAIBANDHA,SAGHATA,121582,NALCHIA JUNIOR SCHOOL,,25,8,2,,,,,,15,17,2,,,,,,13,23,,,,,,,,,,,,,,,,
2016,GAIBANDHA,SAGHATA,121583,ITAKURI JUNIOR GIRL'S HIGH SCHOOL,,25,,,,,,,,30,,,,,,,,32,,,,,,,,15,,,,,,,2,14,
2016,GAIBANDHA,SAGHATA,121584,OSMANER PARA JUNIOR GIRL'S SCHOOL,14,20,6,,,,,,10,12,8,5,,,,,10,5,10,5,,,,,,,,,,,,,,,
2016,GAIBANDHA,SAGHATA,121585,MOTHORPARA GIRL'S HIGH SCHOOL,3,10,38,42,,,,,8,30,40,12,,,,,6,32,50,7,,,,,15,12,6,,,,,12,13,3,
2016,GAIBANDHA,SAGHATA,121613,BONAR PARA GIRLS HIGH SCHOOL AND COLLEGE,286,44,,,,,,,190,16,,,,,,,207,37,,,,,,,181,23,,,,,,,156,16,
2016,GAIBANDHA,SAGHATA,121614,SHAGHATA PILOT GIRLS SCHOOL AND COLLEGE,,200,82,,,,,,,179,36,,,,,,10,100,51,,,,,,5,97,18,,,,,,24,101,50
2016,GAIBANDHA,SAGHATA,131021,PABANTAIR ADARSHA HIGH SCHOOL,22,31,,,,,,,13,21,,,,,,,,10,15,,,,,,,3,12,,,,,,,2,6
2016,GAIBANDHA,SAGHATA,131041,AMAR DESH RESIDENTIAL SCHOOL,,25,7,,,,,,5,20,5,,,,,,,25,,,,,,,,25,3,,,,,,,22,8
2016,GAIBANDHA,SAGHATA,134885,SHAGHATA SHISU NIKETON JUNIOR SCHOOL,15,25,5,,,,,,20,20,5,,,,,,10,30,6,,,,,,7,30,,,,,,,6,8,
2016,GAIBANDHA,SUNDARGANJ,121615,JAHURULHAT HAJI ELAHI HIGH SCHOOL,96,34,,,,,,,92,24,,,,,,,79,19,,,,,,,76,16,,,,,,,81,13,
2016,GAIBANDHA,SUNDARGANJ,121616,HARIPUR B. S. M GIRLS HIGH SCHOOL,30,19,,,,,,,32,6,,,,,,,16,6,,,,,,,14,4,,,,,,,28,7,
2016,GAIBANDHA,SUNDARGANJ,121617,BELKA M.C HIGH SCHOOL,120,124,,,,,,,84,40,,,,,,,85,42,,,,,,,35,92,,,,,,,85,66,
2016,GAIBANDHA,SUNDARGANJ,121618,KATGARA B.L. HIGH SCHOOL,,63,100,14,,,,,83,61,4,5,,,,51,43,33,5,,,,,102,37,35,21,,,,37,63,37,8,
2016,GAIBANDHA,SUNDARGANJ,121619,SUNDARGANJ ABDUL MOJID GOVT BOYS HIGH SCHOOL,,,95,8,,,,,,,99,7,,,,,,,100,12,,,,,,15,105,,,,,,,10,94
2016,GAIBANDHA,SUNDARGANJ,121620,BRLKA MONIKA GIRLS HIGH SCHOOL,20,206,77,,,,,,5,103,44,6,,,,,6,148,28,,,,,,69,21,7,,,,,,62,15,
2016,GAIBANDHA,SUNDARGANJ,121621,BAZARPARA HIGH SCHOOL,,153,25,,,,,,,111,50,,,,,,,83,85,,,,,,,97,40,,,,,,,80,6
2016,GAIBANDHA,SUNDARGANJ,121622,NAZIMABAD B.L HIGH SCHOOL,30,84,,,,,,,50,89,,,,,,,43,50,,,,,,,40,35,,,,,,,33,30,
2016,GAIBANDHA,SUNDARGANJ,121624,AMINA GOVT GIRLS HIGH SCHOOL,20,61,0,0,0,0,0,0,38,40,0,0,0,0,0,0,20,62,0,0,0,0,0,0,39,40,0,0,0,0,0,0,58,20,0
2016,GAIBANDHA,SUNDARGANJ,121626,KHAMAR MONIRAM HIGH SCHOOL,12,60,20,25,,,,,12,76,24,12,,,,,23,76,6,11,,,,,12,66,1,4,,,,,56,11,5
2016,GAIBANDHA,SUNDARGANJ,121628,DHUBNI KANCHIBARI HIGH SCHOOL,,171,79,,,,,,,80,174,,,,,,,100,95,,,,,,,120,48,,,,,,,110,40
2016,GAIBANDHA,SUNDARGANJ,121629,HARIPUR HIGH SCHOOL,9,27,67,23,4,1,1,0,0,27,47,9,4,3,0,0,2,24,35,7,9,0,0,1,0,21,23,7,0,0,0,0,0,12,33
2016,GAIBANDHA,SUNDARGANJ,121630,RAMDEV B.L. HIGH SCHOOL,,152,,,,,,,,157,,,,,,,,174,,,,,,,,133,,,,,,,,129,
2016,GAIBANDHA,SUNDARGANJ,121631,SHOVAGONJ HIGH SCHOOL,,190,,,,,,,,130,,,,,,,,130,,,,,,,,105,,,,,,,,100,
2016,GAIBANDHA,SUNDARGANJ,121632,SREEPUR CHANHMARI M.L. HIGH SCHOOL,52,178,48,,,,,,35,100,15,,,,,,32,62,17,,,,,,31,63,29,,,,,,18,78,22
